"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","log10padj","gene"
"AQR",555.181434358099,0.0142431444348059,0.15420722294427,0.09236366599996,0.926409106323248,0.960952444315283,0.0172981041966891,"AQR"
"AR",125.635356157747,1.86205741514392,0.876117335437312,2.12535163936059,0.0335572823760855,0.115121843127669,0.938842265859428,"AR"
"ARAF",350.043197244303,0.229890908420608,0.178764256019876,1.28600042054854,0.198442914908581,0.395002262651771,0.403400416640972,"ARAF"
"ARAP1",294.770743669719,-0.335622917529654,0.116527698163318,-2.88019863791753,0.00397424691634554,0.0223693326434306,1.65034697225558,"ARAP1"
"ARAP3",117.308802304915,0.219188063695067,0.206496564371598,1.06146106770391,0.288480416949939,0.500817966263228,0.300320099707724,"ARAP3"
"ARCN1",5446.219334937,-0.196140644875425,0.150797500443331,-1.30068896565785,0.193364940756224,0.388972074292159,0.410081577122015,"ARCN1"
"ARF1",9406.828397551,-0.0211455657686691,0.115587942480364,-0.182939200360463,0.854845724445355,0.924487237146777,0.0340990800429243,"ARF1"
"ARF3",2373.88484255324,-0.0336525107696782,0.179486295440468,-0.187493483483479,0.851273732521656,0.922662643401681,0.0349570626693266,"ARF3"
"ARF4",9742.10603098478,-0.474830382918363,0.22095376210318,-2.14900338604159,0.0316341315341895,0.110436944860331,0.956885616236435,"ARF4"
"ARF5",1522.43170098747,-0.0370937962004166,0.138097673638633,-0.26860551103476,0.788233270918513,0.885417712361294,0.0528517944151903,"ARF5"
"ARF6",12.4900688395184,-0.48193573467379,0.59837590449857,-0.805406319089075,0.420585246427814,0.630223507439719,0.200505401604816,"ARF6"
"ARFGAP1",462.611418899783,-0.0150269958108267,0.14801245686581,-0.101525210303416,0.919133546021644,0.95773973325705,0.0187524948538469,"ARFGAP1"
"ARFGAP2",251.323356235515,0.032303638141646,0.131022064797749,0.246551130082641,0.805255629571571,0.896956090650338,0.0472288167719821,"ARFGAP2"
"ARFGAP3",734.985351844607,-0.0404575542844092,0.139406910662677,-0.290211970784608,0.771654078760251,0.877646895042712,0.0566801792868586,"ARFGAP3"
"ARFGEF1",261.276168483417,0.0764857252366412,0.163280776204766,0.468430681274583,0.639476631477993,0.796100647498742,0.0990320228526174,"ARFGEF1"
"ARFGEF2",507.59920366712,0.0790707076842427,0.153388547618365,0.515492902905456,0.606208627710898,0.774599122697914,0.110922999226609,"ARFGEF2"
"ARFIP1",368.771790535075,-0.293640928728965,0.194870510302893,-1.50685154091581,0.131848714977602,0.301600456041305,0.520568006117673,"ARFIP1"
"ARFIP2",566.095447383766,0.262441857240936,0.13195711909163,1.98884197417722,0.0467186481529277,0.14680211471004,0.833267688287208,"ARFIP2"
"ARFRP1",275.431413767923,-0.28465590366234,0.165455115454817,-1.72044184236827,0.0853521566600485,0.225055514275796,0.647710341578153,"ARFRP1"
"ARG2",51.3090602913839,-1.38170687333479,0.345019100470646,-4.00472574257479,6.20894740727114e-05,0.000711893599553258,3.14758491167207,"ARG2"
"ARGLU1",312.585387742706,-0.109701854471141,0.149009117987141,-0.736209004878534,0.461603512966765,0.663912486238261,0.177889163476316,"ARGLU1"
"ARHGAP1",2456.55359624775,-0.219920413583295,0.14615967071653,-1.50465865518965,0.132411857831124,0.302303595350357,0.519556687650052,"ARHGAP1"
"ARHGAP10",197.950404748887,0.137755726330481,0.195282192764512,0.705418780792773,0.480549659758803,0.679215857830629,0.167992183058655,"ARHGAP10"
"ARHGAP11A",78.4732013527339,1.55318631244616,0.250592215547687,6.19806289294166,5.7162300551912e-10,1.97610192502431e-08,7.70419065876963,"ARHGAP11A"
"ARHGAP11B",33.1672084071239,2.03324037682006,0.37713326258354,5.39130482124916,6.99479054701689e-08,1.70630894357061e-06,5.76794233287506,"ARHGAP11B"
"ARHGAP12",180.498624984233,-0.515490795520089,0.18016338368232,-2.86124064160033,0.00421986615948865,0.0234649842809512,1.6295797323826,"ARHGAP12"
